1.327372+0.411601j, 0.980009+1.036178j, 0.523762+1.370092j, -0.153165+1.370376j, -0.799097+1.229995j, -1.163694+0.786145j, -1.392555+0.099574j, -1.369370-0.472570j, 0.891154+1.052054j, 0.336992+1.426395j, -0.225635+1.400952j, -0.873605+1.089381j, -1.290430+0.685260j, -1.370568+0.040425j, -1.278551-0.643200j, -0.924895-1.066516j, 0.198892+1.382290j, -0.401285+1.418958j, -0.906075+1.038301j, -1.346098+0.501367j, -1.430680-0.047009j, -1.178817-0.696943j, -0.797974-1.208405j, -0.215422-1.352163j, -0.566283+1.319868j, -1.024852+1.009458j, -1.319140+0.390029j, -1.437747-0.240723j, -1.150883-0.752154j, -0.626924-1.248266j, -0.091545-1.429926j, 0.543001-1.233562j, -1.163272+0.885280j, -1.360690+0.336333j, -1.347811-0.384749j, -1.123238-0.910625j, -0.549990-1.236120j, 0.097771-1.430413j, 0.630208-1.249525j, 1.151548-0.753088j, -1.442785+0.205841j, -1.295412-0.427861j, -0.984388-1.043485j, -0.496896-1.314385j, 0.216165-1.353023j, 0.801221-1.207946j, 1.171096-0.709813j, 1.425273-0.048421j, -1.320322-0.531244j, -0.861435-1.067263j, -0.338577-1.406142j, 0.264348-1.338635j, 0.923773-1.074295j, 1.282580-0.641146j, 1.366898+0.037849j, 1.293271+0.684986j, -0.819646-1.099515j, -0.159875-1.388406j, 0.398260-1.376860j, 0.942706-0.967421j, 1.371611-0.470369j, 1.393953+0.105995j, 1.171042+0.781229j, 0.798907+1.231160j, 
-0.655038-1.262575j, 0.281978-1.279743j, 0.813990-1.368880j, 1.011271-0.728409j, 1.481362+0.030129j, 1.432340+0.359258j, 0.778494+0.990491j, 0.442928+1.531812j, 0.132879-1.263265j, 1.014079-1.044664j, 1.250072-0.810156j, 1.232801+0.069332j, 1.396639+0.737722j, 0.919068+0.934292j, 0.098445+1.401224j, -0.263343+1.532728j, 0.859939-0.869954j, 1.489887-0.502971j, 1.327935-0.055929j, 1.071494+0.850898j, 0.940344+1.254672j, 0.156317+1.221006j, -0.637031+1.419660j, -0.870419+1.120048j, 1.320238-0.204908j, 1.553829+0.186922j, 1.020677+0.679953j, 0.583303+1.412206j, 0.225632+1.410698j, -0.649381+1.118396j, -1.215057+1.047949j, -1.213442+0.410962j, 1.390901+0.536360j, 1.206892+0.810706j, 0.384202+1.200687j, -0.099013+1.596462j, -0.519787+1.184082j, -1.293904+0.678020j, -1.478641+0.396787j, -1.178552-0.405944j, 1.080987+1.164412j, 0.535461+1.186261j, -0.387074+1.371963j, -0.754148+1.354155j, -1.088950+0.598021j, -1.589111+0.020982j, -1.341872-0.343122j, -0.789987-1.116743j, 0.459678+1.489401j, -0.283927+1.201490j, -1.084539+1.140840j, -1.188096+0.750237j, -1.335259-0.172312j, -1.457904-0.656101j, -0.816633-0.948258j, -0.140894-1.509002j, -0.264798+1.402720j, -1.016433+0.835240j, -1.494011+0.584765j, -1.266642-0.032252j, -1.179638-0.927706j, -0.953561-1.158586j, -0.055692-1.255150j, 0.551376-1.493975j, 
0.054665-1.565930j, 0.610449-1.121283j, 1.328768-0.738930j, 1.390363-0.351640j, 1.204063+0.514852j, 1.128276+1.079992j, 0.507158+1.171827j, -0.317775+1.417653j, 0.714843-1.278947j, 1.179407-0.544016j, 1.568042-0.074169j, 1.230954+0.410977j, 0.814119+1.178352j, 0.500432+1.401421j, -0.307000+1.214640j, -1.001654+1.175194j, 1.155519-0.646254j, 1.397608+0.205201j, 1.393737+0.612636j, 0.709400+1.028464j, 0.169870+1.523845j, -0.245866+1.330265j, -1.028518+0.883091j, -1.420087+0.620414j, 1.248696+0.155096j, 1.225039+0.915032j, 0.833292+1.108057j, -0.031125+1.328175j, -0.529843+1.458789j, -0.905597+0.877138j, -1.473605+0.274924j, -1.447382-0.109182j, 0.953417+0.897796j, 0.697919+1.392869j, 0.063127+1.262590j, -0.787871+1.236577j, -1.074111+0.988698j, -1.275253+0.152029j, -1.509206-0.436203j, -1.074944-0.779545j, 0.363361+1.395949j, -0.013421+1.474601j, -0.717183+1.032198j, -1.349639+0.791290j, -1.301158+0.260184j, -1.257269-0.626529j, -1.141247-1.034814j, -0.385451-1.210633j, -0.354374+1.503418j, -0.693978+1.155418j, -1.287478+0.479587j, -1.542145+0.105165j, -1.155039-0.525622j, -0.877303-1.262596j, -0.466414-1.345591j, 0.415147-1.272364j, -0.987289+1.189156j, -1.154444+0.499489j, -1.497394-0.241381j, -1.326100-0.589031j, -0.641717-1.151045j, -0.238388-1.564038j, 0.306773-1.269285j, 1.119344-0.956093j, 
0.679384-1.230968j, 1.194526-0.797235j, 1.413260-0.239120j, 1.347442+0.417978j, 1.059734+0.983698j, 0.525337+1.299752j, -0.134746+1.405623j, -0.713201+1.230185j, 1.221118-0.695933j, 1.450736-0.086465j, 1.316630+0.507378j, 0.937390+1.058489j, 0.415304+1.372566j, -0.232174+1.372207j, -0.843553+1.145029j, -1.230405+0.675259j, 1.421537+0.049470j, 1.294222+0.643691j, 0.860071+1.110055j, 0.268404+1.401895j, -0.334213+1.380749j, -0.915445+1.045442j, -1.308100+0.559852j, -1.383459-0.066743j, 1.209987+0.773574j, 0.776344+1.188930j, 0.146037+1.391501j, -0.483684+1.346524j, -0.987437+0.983574j, -1.339601+0.410292j, -1.396567-0.186002j, -1.130546-0.791163j, 0.657802+1.281476j, 0.055055+1.406328j, -0.606666+1.269090j, -1.091651+0.911168j, -1.339221+0.307476j, -1.370868-0.341455j, -1.089056-0.871949j, -0.550914-1.284007j, -0.077970+1.433641j, -0.683009+1.205109j, -1.183048+0.779591j, -1.383242+0.210444j, -1.309931-0.456017j, -1.017159-1.001008j, -0.466173-1.310468j, 0.187081-1.416399j, -0.788161+1.179011j, -1.215408+0.660590j, -1.422384+0.069359j, -1.273570-0.539542j, -0.893460-1.089810j, -0.365641-1.374258j, 0.295083-1.365756j, 0.890357-1.137786j, -1.259993+0.577273j, -1.402465-0.075546j, -1.245686-0.650889j, -0.794955-1.132951j, -0.215131-1.411854j, 0.387748-1.351532j, 0.978158-1.028363j, 1.341264-0.540688j, 
1.069023-0.982789j, 1.264527-0.095213j, 1.533911+0.465843j, 1.036926+0.775883j, 0.365250+1.416706j, 0.043977+1.535569j, -0.662794+1.056244j, -1.357862+0.832438j, 1.278836-0.247942j, 1.246904+0.690016j, 1.143766+1.045778j, 0.336558+1.198468j, -0.348530+1.546511j, -0.637477+1.230741j, -1.259623+0.511576j, -1.576352+0.173027j, 1.102004+0.545685j, 0.854182+1.308297j, 0.464883+1.328577j, -0.477477+1.255414j, -0.980356+1.264715j, -1.103921+0.577530j, -1.487783-0.208886j, -1.363370-0.510514j, 0.584136+1.181287j, 0.228576+1.596804j, -0.326669+1.229431j, -1.167178+0.928751j, -1.344041+0.659643j, -1.230782-0.230296j, -1.315514-0.894559j, -0.781128-1.022809j, -0.133263+1.467017j, -0.470580+1.450668j, -0.992896+0.763689j, -1.554873+0.337106j, -1.322207-0.113024j, -0.972065-0.984064j, -0.784395-1.331030j, 0.003265-1.213682j, -0.846440+1.345962j, -1.009361+0.930351j, -1.367617+0.053698j, -1.530646-0.357710j, -0.916673-0.812018j, -0.421570-1.472516j, -0.054395-1.399092j, 0.801904-1.020823j, -1.334162+0.865829j, -1.227828+0.154106j, -1.343173-0.705232j, -1.098032-0.934612j, -0.220299-1.252903j, 0.277992-1.558207j, 0.658613-1.075518j, 1.368983-0.504260j, -1.469506+0.156952j, -1.067660-0.650200j, -0.937444-1.273568j, -0.370092-1.226914j, 0.557142-1.318483j, 0.892820-1.228567j, 1.159816-0.421275j, 1.571789+0.183373j, 
1.528387-0.322097j, 1.225554+0.258193j, 0.989955+1.092880j, 0.691318+1.294848j, -0.180542+1.257843j, -0.813744+1.358635j, -1.015844+0.842646j, -1.445704+0.040508j, 1.433607+0.384906j, 0.804848+0.956982j, 0.418359+1.520026j, -0.070293+1.330714j, -0.940244+1.052981j, -1.294053+0.851820j, -1.255971+0.063687j, -1.408265-0.689651j, 0.944897+0.958981j, 0.128842+1.368565j, -0.292689+1.533009j, -0.796188+0.971999j, -1.457799+0.523786j, -1.420274+0.124994j, -1.117560-0.732516j, -0.980708-1.250807j, 0.189222+1.240218j, -0.624346+1.392655j, -0.895881+1.142772j, -1.269156+0.321884j, -1.583746-0.170163j, -1.138066-0.605076j, -0.639150-1.325177j, -0.305529-1.468065j, -0.618859+1.136410j, -1.220411+1.018788j, -1.234410+0.433148j, -1.385810-0.448766j, -1.295468-0.807957j, -0.532512-1.145341j, 0.045471-1.574278j, 0.433259-1.275520j, -1.257374+0.679106j, -1.495060+0.365990j, -1.202318-0.372267j, -1.098133-1.118464j, -0.659317-1.217648j, 0.251119-1.330656j, 0.711707-1.378163j, 1.013689-0.715156j, -1.560049+0.011023j, -1.367902-0.354962j, -0.802824-1.072598j, -0.505630-1.494395j, 0.134960-1.252311j, 0.980001-1.127369j, 1.182662-0.832783j, 1.273636+0.048236j, -1.440547-0.683065j, -0.848852-0.959158j, -0.150203-1.469173j, 0.209598-1.462912j, 0.874025-0.909697j, 1.442135-0.596850j, 1.300175-0.073784j, 1.148343+0.826666j, 
1.357690+0.354478j, 1.052538+0.931337j, 0.554498+1.293883j, -0.089495+1.380558j, -0.698779+1.220204j, -1.161997+0.795693j, -1.400226+0.183539j, -1.360721-0.438877j, 0.968423+1.001082j, 0.420976+1.343125j, -0.199768+1.383289j, -0.803451+1.140853j, -1.236256+0.690412j, -1.399218+0.072884j, -1.306227-0.565248j, -0.948471-1.064703j, 0.300108+1.362204j, -0.329519+1.368709j, -0.891775+1.070889j, -1.288932+0.565991j, -1.414264-0.039495j, -1.246435-0.669000j, -0.843498-1.160474j, -0.264353-1.399278j, -0.454988+1.325266j, -0.988840+1.002569j, -1.321704+0.450744j, -1.414918-0.177066j, -1.199877-0.760148j, -0.733800-1.221822j, -0.141973-1.432996j, 0.494207-1.326987j, -1.082179+0.905279j, -1.364140+0.348089j, -1.384285-0.307560j, -1.131686-0.877042j, -0.626660-1.271710j, 0.003944-1.430081j, 0.603721-1.297457j, 1.115059-0.879921j, -1.403098+0.225311j, -1.346218-0.411437j, -1.043213-0.982010j, -0.532071-1.324978j, 0.117948-1.415125j, 0.721897-1.241162j, 1.174470-0.789267j, 1.408474-0.183103j, -1.322264-0.525609j, -0.948485-1.056734j, -0.401057-1.382362j, 0.227286-1.410412j, 0.831053-1.163858j, 1.249312-0.692630j, 1.403193-0.071323j, 1.299961+0.557047j, -0.865090-1.124789j, -0.272380-1.406016j, 0.350729-1.387345j, 0.908350-1.079819j, 1.308498-0.573332j, 1.408526+0.041833j, 1.232211+0.671947j, 0.824715+1.146482j, 
1.229265+0.876596j, 0.423311+1.191069j, -0.135938+1.572799j, -0.517011+1.216026j, -1.244176+0.639125j, -1.494005+0.328462j, -1.163146-0.396519j, -1.029169-1.144695j, 0.566841+1.234163j, -0.360621+1.331415j, -0.792847+1.332230j, -1.069040+0.620644j, -1.522291-0.038639j, -1.340953-0.388385j, -0.744127-1.089910j, -0.439899-1.512029j, -0.246858+1.216750j, -1.058327+1.080495j, -1.215547+0.741444j, -1.270326-0.170331j, -1.395739-0.728473j, -0.812606-0.972470j, -0.082701-1.465062j, 0.270864-1.471024j, -0.957778+0.833348j, -1.483475+0.513513j, -1.278036-0.039704j, -1.098985-0.925217j, -0.888924-1.212200j, -0.046436-1.251433j, 0.643076-1.444813j, 0.882472-1.027537j, -1.401457+0.179894j, -1.511726-0.185608j, -0.955273-0.788062j, -0.587342-1.441601j, -0.142984-1.359240j, 0.748805-1.145931j, 1.200423-1.029105j, 1.229590-0.295277j, -1.429112-0.554971j, -1.111842-0.815561j, -0.331642-1.294230j, 0.090998-1.576110j, 0.602652-1.105869j, 1.353321-0.688825j, 1.426900-0.346409j, 1.189735+0.518967j, -1.071701-1.153020j, -0.418121-1.186579j, 0.425085-1.422491j, 0.744946-1.289137j, 1.168495-0.513482j, 1.595503-0.028737j, 1.258640+0.410525j, 0.789293+1.194989j, -0.416147-1.430750j, 0.399355-1.195164j, 1.092314-1.155077j, 1.173467-0.654098j, 1.397718+0.239223j, 1.418330+0.649493j, 0.725171+1.020805j, 0.146096+1.544704j, 
0.580745+1.509765j, 0.015148+1.285950j, -0.901456+1.164078j, -1.171439+0.984770j, -1.231969+0.104841j, -1.485548-0.557300j, -1.048200-0.793657j, -0.273659-1.353449j, -0.103653+1.549348j, -0.747001+0.986268j, -1.435667+0.681847j, -1.337950+0.239661j, -1.162165-0.698762j, -1.100700-1.127793j, -0.322360-1.164080j, 0.459803-1.466966j, -0.747270+1.174438j, -1.281591+0.376377j, -1.591295+0.015164j, -1.106795-0.527765j, -0.747283-1.320343j, -0.415290-1.374345j, 0.491246-1.169442j, 1.084110-1.169256j, -1.147506+0.478479j, -1.452343-0.357739j, -1.323777-0.648348j, -0.542593-1.130831j, -0.094223-1.585191j, 0.349028-1.226173j, 1.188721-0.801658j, 1.423974-0.563439j, -1.194094-0.342166j, -1.215327-1.022161j, -0.691905-1.092856j, 0.215957-1.382548j, 0.577935-1.426992j, 0.987486-0.710980j, 1.564400-0.181197j, 1.369922+0.185877j, -0.858199-1.063280j, -0.651526-1.422604j, 0.112648-1.206578j, 0.931770-1.240926j, 1.077173-0.888779j, 1.319650+0.030993j, 1.521702+0.507556j, 0.919772+0.844280j, -0.259663-1.506768j, 0.074475-1.414806j, 0.882439-0.928118j, 1.418945-0.739291j, 1.254427-0.109070j, 1.255821+0.805963j, 1.072317+1.056026j, 0.194815+1.246795j, 0.437851-1.531861j, 0.749778-1.012791j, 1.409587-0.359516j, 1.519344-0.048561j, 1.037412+0.684703j, 0.838982+1.373849j, 0.351360+1.300843j, -0.604026+1.263669j, 
-0.236649+1.448374j, -0.656097+1.270191j, -1.150993+0.636979j, -1.498756+0.157402j, -1.257722-0.388402j, -0.893737-1.104042j, -0.529432-1.370881j, 0.236785-1.283805j, -0.920815+1.208258j, -1.141849+0.690497j, -1.403465-0.083780j, -1.365769-0.555014j, -0.794925-1.029527j, -0.267648-1.485975j, 0.223929-1.363280j, 0.963946-0.996079j, -1.350654+0.625062j, -1.282303-0.094108j, -1.242525-0.813462j, -0.853585-1.098237j, -0.070533-1.360820j, 0.454339-1.458816j, 0.898774-0.966961j, 1.427927-0.403342j, -1.395598-0.110422j, -1.038114-0.841637j, -0.732901-1.324229j, -0.102634-1.308812j, 0.679077-1.292202j, 1.040767-1.030976j, 1.305025-0.286558j, 1.501982+0.314555j, -1.044887-0.796925j, -0.465566-1.362845j, -0.031173-1.471679j, 0.668954-1.133531j, 1.265185-0.859541j, 1.337385-0.321615j, 1.327057+0.497285j, 1.172492+0.950150j, -0.385408-1.242099j, 0.254981-1.497464j, 0.679601-1.206556j, 1.252222-0.620057j, 1.508891-0.185863j, 1.235230+0.455771j, 0.967811+1.147790j, 0.525382+1.316634j, 0.400651-1.307931j, 0.911299-1.217288j, 1.173753-0.591992j, 1.492740+0.097007j, 1.340742+0.529276j, 0.762630+1.100424j, 0.333228+1.493612j, -0.251940+1.301703j, 1.087177-1.002303j, 1.324710-0.614409j, 1.330940+0.187108j, 1.313466+0.792410j, 0.803787+1.077055j, 0.072653+1.430525j, -0.386993+1.424701j, -0.936246+0.895738j, 
-0.800078+1.150097j, -1.249816+0.758898j, -1.372354+0.126145j, -1.315142-0.544255j, -0.984326-1.024002j, -0.359412-1.326780j, 0.253207-1.425539j, 0.791089-1.120156j, -1.310507+0.584105j, -1.429695+0.025011j, -1.216324-0.629112j, -0.871615-1.151756j, -0.295196-1.341600j, 0.401765-1.341370j, 0.924763-1.090049j, 1.262474-0.516384j, -1.449878-0.152118j, -1.196225-0.695627j, -0.709163-1.201545j, -0.181739-1.423028j, 0.467477-1.275460j, 1.062279-0.973942j, 1.325585-0.454063j, 1.377685+0.245177j, -1.172512-0.840895j, -0.634305-1.209204j, 0.006699-1.424697j, 0.557440-1.286132j, 1.091395-0.839818j, 1.419711-0.320253j, 1.348694+0.304365j, 1.085637+0.945369j, -0.573584-1.290602j, 0.124420-1.364104j, 0.723357-1.249398j, 1.132892-0.778654j, 1.411010-0.140820j, 1.380125+0.427625j, 0.978879+0.984694j, 0.484517+1.388604j, 0.182812-1.362263j, 0.850457-1.121358j, 1.242660-0.716486j, 1.374907-0.050376j, 1.324152+0.593813j, 0.944352+1.042415j, 0.320989+1.381966j, -0.261961+1.436174j, 0.882236-1.033401j, 1.333708-0.546943j, 1.402233+0.018560j, 1.215607+0.695782j, 0.865110+1.178370j, 0.251512+1.362374j, -0.436059+1.381083j, -0.919307+1.096949j, 1.323616-0.406081j, 1.444781+0.182658j, 1.170851+0.748233j, 0.703708+1.258098j, 0.160294+1.430705j, -0.512562+1.297248j, -1.071515+1.003682j, -1.315896+0.443333j, 
-1.248545+0.656679j, -1.431224+0.037357j, -1.303744-0.563380j, -0.904244-1.083671j, -0.351125-1.386202j, 0.277691-1.374213j, 0.868436-1.105292j, 1.262157-0.624350j, -1.415327-0.082805j, -1.261397-0.698032j, -0.825465-1.147713j, -0.213680-1.404182j, 0.397964-1.356215j, 0.957833-1.014722j, 1.325184-0.510707j, 1.387080+0.121641j, -1.172140-0.805348j, -0.727341-1.233927j, -0.097662-1.395242j, 0.535871-1.312151j, 1.027600-0.943865j, 1.350245-0.361905j, 1.391435+0.249989j, 1.116479+0.833590j, -0.606344-1.297868j, -0.001904-1.416485j, 0.634566-1.244047j, 1.127481-0.859095j, 1.359802-0.260849j, 1.358090+0.382575j, 1.054923+0.926750j, 0.514681+1.302776j, 0.138567-1.414926j, 0.732758-1.191169j, 1.199646-0.739769j, 1.397581-0.149121j, 1.297491+0.496195j, 0.963646+1.037166j, 0.422080+1.332994j, -0.239991+1.396879j, 0.836160-1.138429j, 1.244496-0.630027j, 1.413241-0.011756j, 1.257709+0.594721j, 0.851814+1.114267j, 0.306092+1.389451j, -0.343006+1.359916j, -0.924374+1.097701j, 1.284816-0.533957j, 1.401453+0.118066j, 1.222037+0.708960j, 0.761401+1.166608j, 0.172365+1.407216j, -0.446895+1.342230j, -1.008309+1.000188j, -1.358816+0.484816j, 1.369677+0.224459j, 1.147476+0.833806j, 0.675669+1.231224j, 0.038151+1.404544j, -0.578935+1.310911j, -1.076347+0.915965j, -1.388449+0.341563j, -1.411080-0.271162j, 
-1.429265-0.066935j, -1.285008-0.626263j, -0.823784-1.129633j, -0.269685-1.431815j, 0.339046-1.366727j, 0.952707-1.061920j, 1.311950-0.591448j, 1.386911+0.064585j, -1.225471-0.791423j, -0.762523-1.185732j, -0.118060-1.420341j, 0.475256-1.373507j, 0.998776-0.974021j, 1.372800-0.447947j, 1.399005+0.156014j, 1.141006+0.795461j, -0.673121-1.290121j, -0.025216-1.392879j, 0.625202-1.308502j, 1.080322-0.926331j, 1.365915-0.296982j, 1.409297+0.306850j, 1.083630+0.849773j, 0.572497+1.292962j, 0.068338-1.426659j, 0.719009-1.204692j, 1.196054-0.824696j, 1.373328-0.223040j, 1.346435+0.455515j, 1.048384+0.957457j, 0.456108+1.296419j, -0.163231+1.425581j, 0.777316-1.162457j, 1.256272-0.672521j, 1.428079-0.109808j, 1.270125+0.535011j, 0.940347+1.085876j, 0.386650+1.330277j, -0.303779+1.365638j, -0.851637+1.143889j, 1.261049-0.571466j, 1.437536+0.050615j, 1.256962+0.616688j, 0.792666+1.140065j, 0.259879+1.409106j, -0.384482+1.315865j, -0.987089+1.031485j, -1.296085+0.548138j, 1.388759+0.190073j, 1.220207+0.767006j, 0.720586+1.165267j, 0.098170+1.412243j, -0.480719+1.322701j, -1.033757+0.910650j, -1.380700+0.407565j, -1.370878-0.222463j, 1.099605+0.888697j, 0.652465+1.253176j, -0.023027+1.368478j, -0.640373+1.282766j, -1.089473+0.855559j, -1.392250+0.245370j, -1.390980-0.345444j, -1.053345-0.915124j, 
-1.093988-0.762127j, -0.857514-1.260698j, -0.216320-1.289549j, 0.578823-1.349342j, 0.952815-1.123162j, 1.267428-0.379152j, 1.539676+0.185881j, 1.188340+0.637777j, -0.572576-1.324991j, -0.163809-1.464152j, 0.576753-1.172311j, 1.200463-0.976986j, 1.294233-0.440340j, 1.361820+0.394118j, 1.251580+0.847352j, 0.582152+1.160112j, 0.125737-1.524384j, 0.561145-1.251578j, 1.207153-0.706387j, 1.495451-0.321082j, 1.254210+0.353413j, 1.067235+1.074217j, 0.639340+1.259796j, -0.187862+1.326529j, 0.804480-1.303943j, 1.117203-0.687130j, 1.507250-0.016935j, 1.385969+0.403992j, 0.843383+1.037936j, 0.463674+1.466764j, -0.128691+1.311302j, -0.922542+1.111857j, 1.265651-0.738223j, 1.328044+0.084101j, 1.383536+0.687620j, 0.884719+0.999973j, 0.180128+1.428049j, -0.261826+1.458475j, -0.856936+0.964892j, -1.404576+0.565690j, 1.349270+0.028823j, 1.157176+0.841159j, 0.902782+1.209619j, 0.147891+1.291683j, -0.551363+1.412106j, -0.886735+1.045087j, -1.324148+0.324106j, -1.507898-0.144177j, 1.054713+0.763850j, 0.643185+1.371791j, 0.174539+1.393311j, -0.639549+1.186891j, -1.141228+1.003891j, -1.238926+0.351849j, -1.402601-0.420849j, -1.180886-0.805631j, 0.446020+1.269392j, -0.055339+1.532384j, -0.575760+1.166101j, -1.249236+0.731671j, -1.412005+0.333602j, -1.221919-0.451599j, -1.083600-1.074947j, -0.533382-1.220425j, 
-0.638120-1.072688j, 0.027847-1.558516j, 0.364745-1.386895j, 1.067986-0.781823j, 1.518836-0.485367j, 1.252961+0.121840j, 1.096080+0.998292j, 0.838917+1.202886j, 0.142994-1.296706j, 0.712529-1.437209j, 0.948383-0.863669j, 1.463737-0.123094j, 1.492336+0.211852j, 0.893751+0.860102j, 0.567529+1.468668j, 0.080352+1.308596j, 0.912154-1.127283j, 1.211508-0.941564j, 1.237751-0.096643j, 1.457885+0.605612j, 1.044502+0.838113j, 0.254226+1.340071j, -0.120051+1.545678j, -0.678245+1.011673j, 1.432980-0.629790j, 1.364713-0.209869j, 1.144782+0.698874j, 1.049196+1.164272j, 0.316335+1.187133j, -0.491205+1.431622j, -0.763717+1.205949j, -1.222753+0.413161j, 1.587397+0.045875j, 1.110634+0.541197j, 0.697634+1.315514j, 0.376356+1.408292j, -0.493044+1.156230j, -1.117909+1.121414j, -1.160983+0.540315j, -1.406599-0.351163j, 1.307604+0.701838j, 0.531611+1.120873j, 0.039984+1.578237j, -0.384459+1.242789j, -1.176923+0.771747j, -1.453536+0.507014j, -1.205003-0.278750j, -1.188095-1.040983j, 0.686453+1.131791j, -0.227927+1.350836j, -0.638244+1.414699j, -0.993211+0.708580j, -1.545746+0.131268j, -1.375853-0.227047j, -0.876840-1.016942j, -0.632223-1.473616j, -0.123002+1.215469j, -0.949059+1.189349j, -1.122860+0.861924j, -1.307676-0.043018j, -1.498873-0.564470j, -0.921541-0.881305j, -0.262499-1.478112j, 0.070950-1.497597j, 
-0.098087-1.368055j, 0.731333-1.179625j, 1.179742-0.986077j, 1.276886-0.278298j, 1.445991+0.459507j, 1.166075+0.820047j, 0.449428+1.266170j, -0.025378+1.543197j, 0.651635-1.119267j, 1.320047-0.712292j, 1.416775-0.291526j, 1.230519+0.521256j, 1.110730+1.088595j, 0.502995+1.216823j, -0.292671+1.413538j, -0.698709+1.290870j, 1.206996-0.547820j, 1.552364-0.033620j, 1.259850+0.463215j, 0.826346+1.181089j, 0.464724+1.423611j, -0.292783+1.256780j, -0.975100+1.160972j, -1.153680+0.690809j, 1.418627+0.207480j, 1.372040+0.655218j, 0.736554+1.060878j, 0.170820+1.512610j, -0.287980+1.352062j, -1.010598+0.908448j, -1.400967+0.589614j, -1.271517-0.091014j, 1.214556+0.922046j, 0.816122+1.155533j, -0.006649+1.350827j, -0.540302+1.430136j, -0.923379+0.901632j, -1.438459+0.289421j, -1.424936-0.137563j, -0.991024-0.843296j, 0.673660+1.395970j, 0.049874+1.308719j, -0.760645+1.234649j, -1.088724+0.971405j, -1.276656+0.180534j, -1.457651-0.433838j, -1.044967-0.811963j, -0.404493-1.356933j, -0.044800+1.480939j, -0.719275+1.068981j, -1.323750+0.765082j, -1.319295+0.244839j, -1.241969-0.602799j, -1.084376-1.042670j, -0.375968-1.228885j, 0.324367-1.482490j, -0.722029+1.165845j, -1.264724+0.508311j, -1.507809+0.077291j, -1.160165-0.535009j, -0.842139-1.230027j, -0.414686-1.354885j, 0.424728-1.275878j, 0.979686-1.201106j, 
0.726725-1.192438j, 1.192986-0.756817j, 1.399964-0.159881j, 1.343768+0.485329j, 1.004035+1.016513j, 0.451659+1.344389j, -0.176909+1.422367j, -0.762776+1.199744j, 1.251029-0.650198j, 1.419309-0.043984j, 1.286832+0.596004j, 0.909477+1.104653j, 0.344833+1.381180j, -0.305175+1.390439j, -0.877437+1.131592j, -1.270442+0.621814j, 1.419318+0.089706j, 1.240288+0.699084j, 0.806298+1.175514j, 0.225457+1.418967j, -0.412898+1.360360j, -0.976322+1.041945j, -1.316627+0.517907j, -1.405353-0.121951j, 1.176602+0.806664j, 0.706262+1.233900j, 0.096322+1.427092j, -0.526549+1.327768j, -1.051882+0.953525j, -1.364732+0.412085j, -1.387567-0.230207j, -1.141218-0.821223j, 0.602329+1.296826j, -0.035026+1.423688j, -0.640778+1.275519j, -1.127081+0.863789j, -1.393374+0.273121j, -1.367054-0.349712j, -1.056152-0.917948j, -0.541546-1.292774j, -0.146025+1.415122j, -0.754127+1.207521j, -1.200782+0.764216j, -1.402577+0.153718j, -1.334183-0.478711j, -0.982987-1.005044j, -0.422166-1.333456j, 0.200496-1.386841j, -0.849205+1.128759j, -1.262690+0.650580j, -1.411825+0.038209j, -1.277264-0.589856j, -0.890275-1.092956j, -0.316240-1.362115j, 0.330798-1.356147j, 0.891592-1.085248j, -1.306477+0.535895j, -1.414920-0.084049j, -1.217856-0.692699j, -0.787089-1.166130j, -0.199718-1.393171j, 0.445647-1.325509j, 0.986251-0.995593j, 1.331612-0.472012j, 
1.146836-0.623763j, 1.465531+0.021823j, 1.308842+0.488496j, 0.797200+1.096451j, 0.370013+1.456481j, -0.251680+1.304620j, -0.980775+1.085793j, -1.274860+0.709546j, 1.329735+0.138625j, 1.304020+0.726227j, 0.789461+1.063887j, 0.121310+1.438969j, -0.361709+1.412102j, -0.954089+0.937107j, -1.430800+0.510669j, -1.374139-0.048293j, 1.110053+0.879796j, 0.775623+1.234735j, 0.048694+1.321239j, -0.618560+1.374083j, -0.981607+0.971287j, -1.374652+0.289873j, -1.489048-0.206498j, -1.080710-0.779248j, 0.561791+1.378021j, 0.048023+1.386735j, -0.721583+1.184344j, -1.188470+0.926751j, -1.314823+0.266925j, -1.417455-0.462610j, -1.137499-0.867125j, -0.469110-1.269685j, -0.151275+1.494069j, -0.692813+1.142624j, -1.301313+0.695178j, -1.433728+0.240012j, -1.248667-0.521545j, -1.052261-1.092626j, -0.478094-1.266497j, 0.289086-1.399420j, -0.820982+1.203486j, -1.230605+0.561473j, -1.515707+0.002444j, -1.276298-0.511357j, -0.829020-1.159297j, -0.406943-1.420852j, 0.310947-1.281203j, 0.973329-1.121680j, -1.250962+0.582663j, -1.400899-0.196302j, -1.328908-0.697206j, -0.742916-1.099954j, -0.150133-1.484705j, 0.344638-1.354113j, 1.007175-0.919437j, 1.391659-0.534270j, -1.318907-0.198313j, -1.183014-0.913071j, -0.773695-1.192929j, -0.003365-1.359453j, 0.568017-1.395123j, 0.973499-0.899106j, 1.418751-0.281376j, 1.415031+0.202093j, 
